slug,role,team_name_short,presenze_pred,presenze_pred.1,starts_pred,titolare_pred,fmv_pred,mv_pred,gf_pred,assist_pred,clean_sheet_pred,price
hakan-calhanoglu,C,Inter,32.0,32.0,29.0,1,6.837463541552609,6.3768165560383085,6.51243751562204,6.416843176564457,0.0,49.304
boulaye-dia,A,Lazio,24.0,24.0,20.0,1,6.616556125784975,6.113833129671334,7.858714687369869,2.115835764271764,0.0,59.985
federico-dimarco,D,Inter,31.0,31.0,21.0,0,6.873950169027195,6.294411179759207,4.748132223244032,5.675863433121983,0.0,44.60000000000001
daniel-mosquera,A,Hellas Verona,29.0,29.0,13.0,0,6.592063417835668,6.012210345565929,7.259939221951791,1.893808439337369,0.0,18.07
alexander-lind,A,Pisa,30.0,30.0,21.0,1,6.611543710078184,5.660133000312054,7.902420261169575,1.7390975721306758,0.0,12.32
michele-di-gregorio,P,Juventus,32.0,32.0,31.0,1,5.186121145570099,6.302572180732597,0.0001285012990051,0.0019633922538303,11.267187800350008,41.655
yann-sommer,P,Inter,24.0,24.0,24.0,1,5.126018829850948,6.25590997339821,0.0001397211336736,0.0013162500007815,8.528425878210577,43.17
francisco-conceicao,C,Juventus,28.0,28.0,20.0,0,6.811926582751428,6.218373998295185,6.359868951835113,5.969797545980035,0.0,34.872
denzel-dumfries,D,Inter,31.0,31.0,25.0,1,6.3768838042613805,6.05624629187475,5.564948626204995,3.677562381763512,0.0,43.92
mile-svilar,P,Roma,36.0,36.0,35.0,0,5.323477957296591,6.282456682049509,3.672716659863952e-05,0.0003767169931953,9.571284707549909,39.89
lorenzo-lucca,A,Napoli,28.0,28.0,17.0,0,6.873215351816135,6.190143159889957,9.426256573569583,4.424146523203961,0.0,58.364999999999995
mike-maignan,P,Milan,35.0,35.0,35.0,1,5.212163970000795,6.171821788002164,0.0001084229708934,0.0614442723023945,10.632893941034364,38.845
lorenzo-colombo,A,Genoa,30.0,30.0,26.0,0,6.760484116399119,6.193776791856361,8.114084898836081,2.9097302330273584,0.0,22.755
marco-carnesecchi,P,Atalanta,34.0,34.0,34.0,1,5.256677228011755,6.379489819791727,0.0001003916399441,0.0044428364324648,9.063691985027823,35.595
albert-gumundsson,C,Fiorentina,31.0,31.0,20.0,0,6.93506596084876,6.349025124013413,5.901577984642621,3.5300067083977846,0.0,53.304
francesco-camarda,A,Lecce,29.0,29.0,21.0,0,7.08,6.300000000000001,9.217366267818983,3.822171151604248,0.0,17.15
david-de-gea,P,Fiorentina,37.0,37.0,36.0,1,5.145655477331628,6.230709680707568,0.0001485796270664,0.0007359871631493,10.396520560000065,32.19
lucas-beltran,A,Fiorentina,22.0,22.0,16.0,0,6.332035662270584,5.974461762568988,5.119832432845691,2.477338546279074,0.0,17.945
cyril-ngonge,A,Torino,21.0,21.0,13.0,0,6.625354073855052,6.004164813293119,7.190872097682044,3.3449779502751467,0.0,16.675
edin-dzeko,A,Fiorentina,21.0,21.0,16.0,1,6.9611770067307965,6.0224015265903015,8.643617751805111,2.9682045147275065,0.0,32.315
santiago-castro,A,Bologna,23.0,23.0,15.0,0,6.562008823697722,5.996805105632777,7.283621735716424,3.0940440853685933,0.0,46.559999999999995
antonio-sanabria,A,Torino,22.0,22.0,16.0,0,6.38774420669268,5.97616437100321,6.46655964158113,1.0959891725677036,0.0,16.490000000000002
jesper-karlsson,A,Bologna,27.0,27.0,23.0,1,6.24079413398733,6.0022673649768254,4.682957487261238,3.6289068898454233,0.0,4.715
assane-diao,A,Como,25.0,25.0,14.0,0,6.6660425598255895,6.127397696035222,7.833180526932621,2.2677772450396585,0.0,45.394999999999996
nicolo-barella,C,Inter,33.0,33.0,30.0,1,6.790993188839808,6.594097412556821,4.097177623648992,5.038872906009291,0.0,24.576
gustav-isaksen,C,Lazio,32.0,32.0,21.0,0,6.896106889654572,6.300697512400372,4.952861155248879,4.337648954876515,0.0,22.576
nicolae-stanciu,C,Genoa,25.0,25.0,22.0,1,6.397373228336224,6.049634618152882,3.721988261070696,5.320609199101751,0.0,15.352
alessandro-gabrielloni,A,Como,22.0,22.0,14.0,0,6.828904904818966,6.0695526839776255,9.14315033350436,2.092765520779887,0.0,1.5650000000000002
luka-modric,C,Milan,29.0,29.0,25.0,1,7.313986251157084,6.244107684153792,7.79676963226204,7.693587171640939,0.0,20.880000000000003
francesco-pio-esposito,A,Inter,31.0,31.0,25.0,1,6.520760353485912,5.874295859123185,6.244626603943755,1.373196893096957,0.0,8.865
angelino,D,Roma,30.0,30.0,25.0,1,6.512681455963187,6.22104815881647,2.9308566603918136,4.051493617261382,0.0,29.049999999999997
mateo-pellegrino,A,Parma,24.0,24.0,21.0,0,6.641629237762317,6.184518041413605,8.329386473916275,1.5934503105323214,0.0,31.775
jens-odgaard,C,Bologna,25.0,25.0,19.0,1,6.716823840811737,6.3504484352628925,5.48924942232333,2.6406410732152468,0.0,27.656
semih-kilicsoy,A,Cagliari,19.0,19.0,11.0,0,6.523254267595446,5.954745674090054,6.620896545985511,2.440196756183705,0.0,9.7
samuele-mulattieri,A,Sassuolo,24.0,24.0,15.0,0,6.659505449136257,5.734709862523441,6.780454268628559,1.1566633577371352,0.0,7.09
david-neres,C,Napoli,23.0,23.0,11.0,0,7.170718472717383,6.439262872754572,5.127499139219951,5.777725862048549,0.0,20.032
andrea-cambiaso,D,Juventus,29.0,29.0,25.0,1,6.348104097240126,6.078620169936753,2.296773104212483,4.017296227105395,0.0,28.89
matteo-tramoni,C,Pisa,25.0,25.0,16.0,0,6.48397386957172,6.149091400609831,5.656863586101244,3.744484695757944,0.0,17.504
matias-soule,A,Roma,24.0,24.0,18.0,0,7.074062092724076,6.427118493675956,8.130940216709982,3.107145725980308,0.0,50.41
adrian-benedyczak,A,Parma,20.0,20.0,12.0,0,6.472603289887699,5.775955256031687,8.473736150808078,1.1546104888986115,0.0,9.340000000000002
nikola-krstovic,A,Lecce,28.0,28.0,15.0,0,7.033460732051148,6.152154976994408,8.68874291042729,2.812793948039785,0.0,54.69
martin-baturina,C,Como,27.0,27.0,21.0,0,6.47760358800745,6.136356035179988,3.1364060197343333,7.327114954402712,0.0,16.736
alexis-sanchez,A,Udinese,25.0,25.0,20.0,1,6.234606551575311,5.95365736614553,4.908376963350785,2.022251308900524,0.0,6.13
carlos-augusto,D,Inter,28.0,28.0,23.0,1,6.335114315619503,6.166289306064642,3.0690310786968698,2.310389338798224,0.0,19.610000000000003
raoul-bellanova,D,Atalanta,25.0,25.0,22.0,0,6.46474080794267,6.357486390561398,2.088220419863692,4.604647807640208,0.0,25.12
gennaro-borrelli,A,Cagliari,18.0,18.0,9.0,0,6.375753928864682,5.84730832775636,6.1563649923786254,2.1547198137839536,0.0,5.93
davide-frattesi,C,Inter,26.0,26.0,21.0,1,6.564026429693668,6.208226236753924,6.010063309255104,2.1909047012599845,0.0,20.328000000000003
tijjani-noslin,A,Lazio,22.0,22.0,15.0,0,6.460235410935557,6.099791348109453,4.757297932983182,3.1255446126575515,0.0,6.205
giovanni-di-lorenzo,D,Napoli,35.0,35.0,35.0,1,6.299057091312274,6.164441764882839,2.5407230683448683,2.830794813286378,0.0,26.230000000000004
jari-vandeputte,C,Cremonese,30.0,30.0,28.0,0,6.397919779145123,5.968522172984419,3.773269604846664,6.381599918706808,0.0,15.271999999999998
leonardo-pavoletti,A,Cagliari,24.0,24.0,21.0,1,6.369190688294037,5.965517037960414,6.734951090772444,1.139682695727351,0.0,3.535
nikola-vlasic,C,Torino,30.0,30.0,25.0,1,6.287129117763394,5.966889193102937,4.741368087850765,4.748053517889471,0.0,19.432000000000002
nicolas-gerrit-kuhn,A,Como,21.0,21.0,15.0,0,6.545831103846375,6.053101888521038,4.776630685539665,5.397578112933533,0.0,21.705
sebastiano-esposito,A,Cagliari,24.0,24.0,16.0,0,6.564928365900157,6.165967918287884,6.164789172427237,2.1981626641426653,0.0,25.39
abdelhamid-sabiri,C,Fiorentina,19.0,19.0,15.0,0,6.370130569538545,5.9590129348214695,4.311328618452839,3.6832598215359833,0.0,1.688
ardon-jashari,C,Milan,25.0,25.0,20.0,1,6.197277416726411,6.031036545224803,3.5747500324033554,4.622021848449583,0.0,17.968
stephan-el-shaarawy,C,Roma,25.0,25.0,16.0,0,6.552085526645419,6.019274695631009,4.715321130193457,3.073922335800464,0.0,14.008
vitinha,A,Genoa,24.0,24.0,14.0,0,6.296038897128778,5.93620702014081,5.612018872030319,2.3506600011809127,0.0,16.295
zakaria-aboukhlal,A,Torino,25.0,25.0,22.0,0,6.8375009771353685,6.232695690211386,6.468675970642227,3.798775713050889,0.0,15.759999999999998
mbala-nzola,A,Pisa,22.0,22.0,13.0,0,6.419528001497878,5.978786965511596,6.406532700977418,1.8295821103920336,0.0,12.459999999999997
ukasz-skorupski,P,Bologna,32.0,32.0,30.0,1,4.9670221804209405,6.177154539538383,0.0001115463918288,0.0009677261317699,7.928395992110115,24.044999999999998
alessandro-bastoni,D,Inter,28.0,28.0,26.0,1,6.205327816880913,6.11020405558371,1.0965319051101825,1.989253300549724,0.0,31.1
vakoun-issouf-bayo,A,Udinese,20.0,20.0,11.0,0,6.791736638601146,5.831835752834273,6.311584792458658,0.699431906662969,0.0,7.015
benjamin-dominguez,A,Bologna,23.0,23.0,15.0,0,6.441535511840289,6.068499217955782,4.799282359839257,3.678519118575316,0.0,12.64
matteo-politano,C,Napoli,23.0,23.0,16.0,1,6.463738226711937,6.160607701077479,4.646313838439162,3.522889194311258,0.0,20.240000000000002
fisayo-dele-bashiru,C,Lazio,28.0,28.0,20.0,1,6.318614472171756,6.049963963600572,5.158412630226886,2.0844899347131207,0.0,15.824
alex-meret,P,Napoli,17.0,17.0,16.0,1,5.215294291114239,6.282582918727682,9.637597438967448e-05,0.0005584880952544,7.068056507342073,35.89999999999999
zito-luvumbo,A,Cagliari,27.0,27.0,14.0,0,6.460032227660064,6.111060891533795,5.031581616619968,4.1055482866186335,0.0,10.149999999999999
aaron-martin,D,Genoa,28.0,28.0,24.0,1,6.397299188069055,6.29985996249258,1.0344526463511368,5.389499034429045,0.0,17.72
milan-uric,A,Parma,20.0,20.0,16.0,0,6.419619394507195,6.003001236188394,5.334078220804821,2.125847533952524,0.0,10.945
obite-ndicka,D,Roma,27.0,27.0,26.0,1,6.231840096419936,6.180725621587802,1.5978316762216984,1.8751783270950868,0.0,15.98
albert-grnbk,C,Genoa,25.0,25.0,16.0,0,6.983240707167775,6.390566710466775,4.930072946738741,3.195877941498611,0.0,15.984000000000002
joao-mario,D,Juventus,26.0,26.0,20.0,0,6.216975945527614,6.085825554488495,1.6791999806398086,2.9818356611731462,0.0,13.700000000000001
anastasios-douvikas,A,Como,23.0,23.0,10.0,0,6.407039764761048,6.089665573202774,6.650150686939379,1.5105586564821345,0.0,14.5
robin-gosens,D,Fiorentina,29.0,29.0,25.0,1,6.236827777703572,6.066897021906949,3.2887495705125627,2.2568578272623814,0.0,32.02
ederson,C,Atalanta,30.0,30.0,26.0,1,6.284667179415477,6.12372364409883,4.265348829020997,0.908201130096305,0.0,19.896
patrick-cutrone,A,Como,16.0,16.0,10.0,0,6.395073153420419,5.931175181676946,6.22326615999429,2.573032448542256,0.0,9.485
francesco-acerbi,D,Inter,31.0,31.0,30.0,1,6.127177161799097,6.078501773611644,1.4171188163028778,0.6848795601643178,0.0,15.66
stefan-de-vrij,D,Inter,27.0,27.0,27.0,1,6.17463672308337,6.125829889613929,1.6348010497793923,0.3509520152154668,0.0,14.0
nuno-tavares,D,Lazio,30.0,30.0,21.0,0,6.413590059265407,6.274248617548765,2.380711183399181,3.133399482715239,0.0,21.75
gleison-bremer,D,Juventus,33.0,33.0,33.0,1,6.204257267166924,6.113659498759768,3.633102395780417,0.0,0.0,20.28
henrikh-mkhitaryan,C,Inter,24.0,24.0,20.0,1,6.389030489247657,6.260196342865605,4.671188261211525,3.695873299188099,0.0,14.696
amin-sarr,A,Hellas Verona,24.0,24.0,16.0,0,6.41031700722446,6.061872631829111,5.635080967634154,2.35568485654416,0.0,11.12
dodo,D,Fiorentina,30.0,30.0,24.0,0,6.315248049686934,6.0233475291886345,1.555314779042081,2.816098146876672,0.0,19.96
davide-zappacosta,D,Atalanta,26.0,26.0,24.0,1,6.136711110370048,6.020307797347583,1.802165623496696,1.8541890574433093,0.0,21.54
wesley,D,Roma,28.0,28.0,24.0,1,6.412681455963187,6.17104815881647,2.1308566603918138,3.051493617261382,0.0,21.77
gianluca-mancini,D,Roma,34.0,34.0,33.0,1,6.165122916230546,6.101586025702431,2.0751484032108056,0.8126433534327,0.0,16.06
vanja-milinkovic-savic,P,Napoli,19.0,19.0,19.0,0,5.312716114721208,6.285831066569243,0.0001191089993073,0.0004541280538361,6.928252937471598,11.055
nicola-leali,P,Genoa,31.0,31.0,31.0,1,5.099557012162258,6.232646410071215,0.0001124386367968,0.0004699535497084,6.630524901103603,15.86
david-okereke,A,Cremonese,22.0,22.0,11.0,0,6.4490869375094855,5.792461516817792,5.088007073954556,1.1448792709889288,0.0,9.754999999999999
amir-rrahmani,D,Napoli,30.0,30.0,30.0,1,6.179468120288881,6.119625332747254,2.0214467632684183,0.5090683438398234,0.0,16.32
mario-pasalic,C,Atalanta,28.0,28.0,20.0,1,6.567665448377452,6.163619388401332,4.1016560758729455,2.1010392859298057,0.0,12.976
juan-miranda,D,Bologna,27.0,27.0,25.0,0,6.342541951806605,6.210050002554224,1.341492143965907,3.7214713274796094,0.0,14.080000000000002
nicholas-pierini,A,Sassuolo,16.0,16.0,7.0,0,6.257464108640102,5.794798509021917,5.478899516612756,1.415369093419263,0.0,4.125
alessandro-buongiorno,D,Napoli,31.0,31.0,26.0,0,6.3086762784893455,6.283202627706225,1.4388534404387885,0.3078578655309094,0.0,22.200000000000003
dennis-johnsen,A,Cremonese,26.0,26.0,16.0,0,6.135622811141623,5.752366668301568,2.431980837813615,3.773537713962618,0.0,6.859999999999999
luca-moro,A,Sassuolo,21.0,21.0,10.0,0,6.324196447561176,5.847020427131064,4.38771883840555,0.2314495047456723,0.0,4.2
stefano-moreo,A,Pisa,27.0,27.0,19.0,1,5.938898254373079,5.643813844359363,3.205871373291256,1.4080942407135175,0.0,6.3149999999999995
matteo-darmian,D,Inter,24.0,24.0,19.0,1,6.220000557986804,6.0911403574655125,1.7107584782967362,1.9857761404976888,0.0,10.98
jayden-addai,A,Como,23.0,23.0,18.0,0,6.350854291631191,6.058525194433189,3.8750390735074527,2.781721536366609,0.0,11.015
federico-gatti,D,Juventus,27.0,27.0,26.0,1,6.116870910731533,6.065816487847581,1.723974948031492,0.343432343672058,0.0,10.63
dailon-rocha-livramento,A,Hellas Verona,19.0,19.0,6.0,0,6.29685987553857,5.838321639273856,5.604752863450477,2.436481413621833,0.0,5.359999999999999
giorgio-scalvini,D,Atalanta,27.0,27.0,25.0,1,6.172375644262489,6.13842642055339,2.4170432537120723,0.0,0.0,13.440000000000001
nicolo-savona,D,Juventus,25.0,25.0,20.0,1,6.06724362756781,5.969289028234897,2.4882043467861106,0.7250550202862358,0.0,5.3100000000000005
zeki-celik,D,Roma,29.0,29.0,25.0,1,5.888537458797527,5.814545470341543,0.0460148345116169,2.024946512415604,0.0,7.66
manuel-lazzari,D,Lazio,29.0,29.0,25.0,1,6.071683014634168,5.966064398080428,0.0409865746239686,2.900497954164368,0.0,5.73
wladimiro-falcone,P,Lecce,35.0,35.0,35.0,1,4.872993966367033,6.248008647595184,0.0001405482954662,0.0011661331994485,8.110298978177976,10.75
jurgen-ekkelenkamp,C,Udinese,25.0,25.0,19.0,1,6.6302809674622045,6.234761033476279,4.85582224397207,1.9758725222703275,0.0,10.944
manuel-de-luca,A,Cremonese,20.0,20.0,11.0,0,6.376275114873469,5.958002533775671,4.839003572305997,1.2528033428302798,0.0,9.91
martin-vitik,D,Bologna,29.0,29.0,27.0,0,6.129979585188825,6.115712178667061,2.2985702020292385,0.2521213626928753,0.0,11.54
lorenzo-montipo,P,Hellas Verona,36.0,36.0,36.0,1,4.760703713747415,6.186483233405859,0.0001437839979866,0.0023024639664601,9.01468543997744,7.01
lazar-samardzic,C,Atalanta,25.0,25.0,18.0,0,6.493035196256447,6.1172127979751485,4.925943228597042,2.4631218078542174,0.0,13.240000000000002
samuel-gigot,D,Lazio,27.0,27.0,25.0,1,6.008579520779572,5.918863650877653,1.6514078954968063,1.390873286686637,0.0,3.45
ivan-azon,A,Como,23.0,23.0,14.0,0,6.519966173088123,5.921641922440998,4.697658909098475,1.6952439662791872,0.0,5.745
khephren-thuram,C,Juventus,26.0,26.0,21.0,1,6.263559395461916,6.0610666276852765,2.861465632565477,3.0416736969075138,0.0,18.296
rolando-mandragora,C,Fiorentina,29.0,29.0,22.0,1,6.101780979131507,5.914395327009317,2.692044248233986,3.3733032034024606,0.0,11.576
andre-frank-zambo-anguissa,C,Napoli,29.0,29.0,28.0,1,6.323463385715259,6.256284435093185,1.8375408691656552,3.675043768126705,0.0,16.528
sead-kolasinac,D,Atalanta,25.0,25.0,21.0,1,6.107541108378896,6.030590716101036,1.052436520928815,1.3112478942042622,0.0,7.51
federico-bonazzoli,A,Cremonese,20.0,20.0,10.0,0,6.337796073067426,5.826347384239761,3.992350025039989,1.214662145815305,0.0,3.565
christos-mandas,P,Lazio,20.0,20.0,20.0,0,5.496244126767744,6.288104231093393,2.810965911503885e-05,0.001414512247825,5.085212215029781,9.5
jacob-ondrejka,C,Parma,23.0,23.0,15.0,0,6.4269740486532045,6.015262717434389,6.715744874663539,2.572749902386384,0.0,8.92
pontus-almqvist,A,Parma,24.0,24.0,16.0,0,6.1055637567811925,5.8139168612057865,2.832725352238274,4.723213702146236,0.0,4.734999999999999
luca-mazzitelli,C,Cagliari,29.0,29.0,26.0,1,6.293793347211457,6.055830639899333,4.040261266782236,3.1954541885443626,0.0,3.712
berat-djimsiti,D,Atalanta,31.0,31.0,28.0,1,5.94854269475246,5.912745143462332,0.6728890232778837,0.7476848835517165,0.0,5.89
odilon-kossounou,D,Atalanta,25.0,25.0,20.0,0,6.098018547416815,6.069972282018627,1.6220901121374387,0.4609120878592002,0.0,10.98
matteo-guendouzi,C,Lazio,30.0,30.0,26.0,1,6.215227233119697,6.139198930572865,2.5735692705297137,2.696436753628068,0.0,8.536000000000001
filip-kostic,C,Juventus,19.0,19.0,14.0,1,6.411541482625343,6.190424619893434,3.588988078649485,3.735365559808795,0.0,4.664000000000001
ruben-loftus-cheek,C,Milan,25.0,25.0,19.0,0,6.413296662328713,6.294185947084031,4.491146821403458,2.670391522760103,0.0,8.751999999999999
matteo-cancellieri,A,Lazio,19.0,19.0,8.0,0,6.1524296089954245,5.933614359892123,3.5921833333772843,1.1627377058772972,0.0,7.3500000000000005
franco-israel,P,Torino,31.0,31.0,31.0,0,5.1945081762933,6.07094782021317,1.6298405353625632e-06,8.036775065713112e-05,0.3731812556109429,13.51
hernani,C,Parma,25.0,25.0,16.0,0,6.231591522791059,5.948574228143419,3.80163230063128,3.677774835388879,0.0,6.856
adam-marusic,D,Lazio,32.0,32.0,28.0,1,5.809526928265374,5.745215218934934,2.112413627760704,0.6842770798719472,0.0,8.370000000000001
cristiano-biraghi,D,Torino,28.0,28.0,22.0,1,6.052515567043268,5.97655074840715,1.3768974339672275,1.3004359534417556,0.0,9.33
valentin-carboni,C,Genoa,30.0,30.0,21.0,0,6.378938484579196,6.203257921859667,4.461433647525089,1.4910016529527057,0.0,12.248
fikayo-tomori,D,Milan,30.0,30.0,28.0,1,6.224899289695587,6.189095310733944,2.8436109813405945,0.2871870823761301,0.0,
caleb-ekuban,A,Genoa,21.0,21.0,12.0,0,6.181254377419792,5.977751242325366,2.575511911383341,2.380706025817233,0.0,2.9450000000000003
iker-bravo,A,Udinese,16.0,16.0,6.0,0,6.3086191184007205,5.979462199845517,4.680194642857462,0.7092180113960009,0.0,7.824999999999999
alessio-romagnoli,D,Lazio,27.0,27.0,27.0,1,5.975426305658746,5.936231428359887,1.1787835508237663,0.4100215845977115,0.0,11.22
ivan-provedel,P,Lazio,17.0,17.0,17.0,1,5.278822886439182,6.169923684788923,0.0001367192814663,0.0006420339212371,5.394361238904518,20.63
ismael-kone,C,Sassuolo,24.0,24.0,23.0,0,6.150759326377698,5.985054059644852,1.455035424321399,1.4310340482143944,0.0,4.2
mario-gila,D,Lazio,29.0,29.0,25.0,0,6.184629602704625,6.167727027837417,0.2064195551442667,0.1356745254113872,0.0,9.559999999999999
yann-aurel-bisseck,D,Inter,21.0,21.0,14.0,0,6.350621882203193,6.239596191003425,2.555773594560703,0.5499042876539804,0.0,10.71
pablo-mari,D,Fiorentina,30.0,30.0,24.0,1,5.946871070202859,5.920188284874977,1.2361463477827812,0.1284809642897463,0.0,7.36
benjamin-pavard,D,Inter,21.0,21.0,20.0,1,6.093099873879945,6.050741018877951,0.0489868418702768,0.8273192937178705,0.0,11.21
luis-henrique,C,Inter,16.0,16.0,10.0,0,6.026718206334105,5.803564211494649,1.4329747332636795,2.637532241071236,0.0,7.688000000000001
isak-hien,D,Atalanta,27.0,27.0,25.0,1,5.9378090090713656,5.930714438057914,0.0657340591058575,0.155694068966641,0.0,15.799999999999999
pasquale-mazzocchi,D,Napoli,22.0,22.0,16.0,0,5.951529125078741,5.821872974175156,0.0456254569515554,2.698122540719665,0.0,4.43
daniele-ghilardi,D,Roma,25.0,25.0,23.0,1,5.9983348165814,5.988263672343676,0.3210874166142106,0.0908330630226764,0.0,5.9799999999999995
emil-audero,P,Cremonese,36.0,36.0,36.0,0,5.007306128617845,6.092127955572891,1.0797294521371104e-05,0.0001310009584755,5.234821232724169,7.34
lorenzo-de-silvestri,D,Bologna,25.0,25.0,20.0,1,6.053743728813627,5.927965156583474,2.760604631543989,1.1246116350072264,0.0,4.24
strahinja-pavlovic,D,Milan,25.0,25.0,23.0,1,6.248303976226349,6.1903446742349,2.190990411739956,0.5743353644746138,0.0,10.470000000000002
jesus-rodriguez,C,Como,19.0,19.0,12.0,0,6.17666099790353,6.085512297236945,2.598172566255769,0.4785982060267081,0.0,8.03
saba-goglichidze,D,Udinese,26.0,26.0,24.0,1,5.823022097541185,5.783321624284967,0.3531998658782487,0.8307859322863955,0.0,6.859999999999999
nicolo-cambiaghi,A,Bologna,18.0,18.0,11.0,0,6.228698944335367,6.045759954294926,2.363438713519198,1.642907756383959,0.0,12.17
luca-ranieri,D,Fiorentina,26.0,26.0,24.0,1,5.890900204435562,5.858256483697604,0.2301632591484205,0.7115226451411768,0.0,9.080000000000002
lucas-da-cunha,C,Como,25.0,25.0,15.0,0,6.355920733801009,6.011255829614982,4.640256857765111,2.60664782846543,0.0,11.056000000000001
elia-caprile,P,Cagliari,37.0,37.0,37.0,1,4.993324842961486,6.049187719820841,4.858782534037515e-05,0.0002537383777273,6.333503356874267,9.85
devyne-rensch,D,Roma,24.0,24.0,19.0,1,6.063556584945579,5.938200068234989,1.0918968658449275,1.129267405857336,0.0,7.26
mario-hermoso,D,Roma,22.0,22.0,21.0,1,5.977846142682436,5.891506128793538,1.3991143826797192,1.0689155159944774,0.0,6.8
pedro,A,Lazio,28.0,28.0,17.0,0,6.5316258657502,5.969275721141447,7.569468867012355,5.056720930989741,0.0,18.585
simon-sohm,C,Fiorentina,23.0,23.0,14.0,0,6.257176457382623,6.09653735115827,3.4185228156130414,2.8388673872623658,0.0,10.896
stefano-sabelli,D,Genoa,29.0,29.0,26.0,1,5.931869125932219,5.864713990133533,0.1743454000163638,1.782261762367172,0.0,
daniel-maldini,C,Atalanta,12.0,12.0,3.0,0,6.865107000874319,6.095566679247427,6.82703833170301,0.511402752624067,0.0,9.088
pierre-kalulu,D,Juventus,22.0,22.0,22.0,1,6.173023559620392,6.140195115191629,0.979417099239944,0.1771407324882657,0.0,10.84
perr-schuurs,D,Torino,26.0,26.0,24.0,1,6.079831949042784,5.999606297234542,0.0,1.2162489486963837,0.0,5.67
ruslan-malinovskyi,C,Genoa,21.0,21.0,15.0,0,6.514307607775985,6.190205078603864,4.343650029597011,2.679396382738292,0.0,9.08
mathias-olivera,D,Napoli,21.0,21.0,19.0,1,6.0616841384786255,6.008518297411908,0.5162293687616735,0.833373447357247,0.0,10.7
jeff-ekhator,A,Genoa,18.0,18.0,7.0,0,6.097765032333355,5.876438655914924,3.033270127876481,1.6411514475546618,0.0,3.4150000000000005
junior-messias,C,Genoa,27.0,27.0,23.0,1,6.402624176825023,6.118735595610045,4.653429463268208,3.034772406615116,0.0,5.256
sam-beukema,D,Napoli,23.0,23.0,21.0,1,6.103665908921848,6.0722644830098975,1.1614612768003223,0.0872529744548761,0.0,10.99
michael-folorunsho,C,Cagliari,25.0,25.0,22.0,1,6.371521667887532,6.161198153318291,4.433514992974521,1.1242945556937711,0.0,9.384
agustin-alvarez,A,Sassuolo,22.0,22.0,13.0,0,6.019269114187947,5.800660144079168,2.344093348950785,0.8854833796412924,0.0,5.3
sandi-lovric,C,Udinese,27.0,27.0,20.0,1,6.176346600816263,5.979028673697829,2.1521494420992107,3.764806110153687,0.0,8.768
johan-vasquez,D,Genoa,26.0,26.0,26.0,1,6.007099742423361,5.980779769652226,1.0508086209911045,0.1317981149719263,0.0,9.44
leonardo-spinazzola,D,Napoli,20.0,20.0,15.0,0,6.218460512125686,6.096657144688824,1.260841378584867,1.6704501526754607,0.0,5.0600000000000005
nicolo-fagioli,C,Fiorentina,25.0,25.0,15.0,0,6.160824271460347,5.968548748349451,1.7863912677536669,3.561783695200987,0.0,8.528
juan-jesus,D,Napoli,18.0,18.0,16.0,0,5.998668390942135,5.96560156016464,0.9575042300814756,0.1016026128321001,0.0,2.4699999999999998
lloyd-kelly,D,Juventus,19.0,19.0,18.0,0,5.853548192174362,5.787176484915043,0.5033095753283902,0.9774002705024591,0.0,6.9
saul-coco,D,Torino,29.0,29.0,24.0,1,5.867283640871084,5.838762642013599,1.2502648878843363,0.1448615296907135,0.0,7.66
jacobo-ramon,D,Como,23.0,23.0,22.0,0,6.09,6.09,0.0807635836800752,0.0216273096419292,0.0,6.19
tarik-muharemovic,D,Sassuolo,27.0,27.0,24.0,0,6.120541276644758,6.052945072952745,1.7405255653864913,0.5605276392122809,0.0,6.28
alexis-saelemaekers,C,Milan,28.0,28.0,19.0,1,6.157614175105577,5.9626861628729575,2.6553970961218063,3.431812597364969,0.0,10.520000000000001
federico-bernardeschi,C,Bologna,25.0,25.0,16.0,0,5.746655957071636,5.58402837776571,0.7281861949529163,1.9988659336868912,0.0,8.792
tommaso-barbieri,D,Cremonese,28.0,28.0,19.0,1,6.068851006149883,5.862531997092909,2.4633057508843765,1.2887779824380063,0.0,5.92
koni-de-winter,D,Milan,20.0,20.0,18.0,1,5.818790348484921,5.787081536397995,1.030490566255808,0.277293953451227,0.0,8.35
weston-mckennie,C,Juventus,25.0,25.0,20.0,1,6.216780211393485,6.092846717205225,2.665835094203337,1.1743569552379454,0.0,5.5760000000000005
brooke-norton-cuffy,D,Genoa,25.0,25.0,18.0,0,5.79034748026975,5.711910835530538,0.8147524514009694,1.4825441648796545,0.0,5.61
jhon-lucumi,D,Bologna,27.0,27.0,24.0,1,5.891898398654703,5.863858921351481,0.0521030550535072,0.6998806785115771,0.0,9.39
thijs-dallinga,A,Bologna,11.0,11.0,7.0,0,6.150547983453781,5.9475817012906464,3.913525503776192,0.8406065865035113,0.0,7.385
manuel-locatelli,C,Juventus,28.0,28.0,27.0,1,6.232601844361691,6.11625458618419,1.6757158160829646,2.168771677891718,0.0,9.744
christian-kabasele,D,Udinese,26.0,26.0,25.0,1,5.740523222016666,5.709062543152574,1.2066212572661137,0.1637778759722714,0.0,2.42
mattia-bani,D,Genoa,28.0,28.0,26.0,1,5.930662126264096,5.920398784667898,0.3598421997446897,0.1183447871663661,0.0,2.0
