player_id,name,team_name_short,season,tournament_name,tournament_country,role,presenze,assist,mv,fmv,gf,gs,rp,rc,r_plus,r_minus,amm,esp,au,starts_eleven,min_playing_time,injured,total_duels_won_percentage,total_duels_won,possession_lost,total_shots,shots_on_target,goal_conversion_percentage,free_kick_shots,penalty_won,successful_dribbles,successful_dribbles_percentage,touches,key_passes,accurate_passes_percentage,total_passes,accurate_passes,accurate_crosses,total_cross,accurate_final_third_passes,accurate_opposition_half_passes,tackles,tackles_won_percentage,tackles_won,interceptions,fouls,error_lead_to_goal,penalty_conceded,clean_sheet,saves,penalty_faced,big_chances_created,pass_to_assist,accurate_chipped_passes,accurate_long_balls,accurate_long_balls_percentage,aerial_duels_won,aerial_duels_won_percentage,aerial_lost,attempt_penalty_miss,attempt_penalty_target,big_chances_create,blocked_shots,clearances,crosses_not_claimed,dispossessed,duel_lost,error_lead_to_shot,expected_goals,hit_woodwork,inaccurate_passes,offsides,penalty_conversion,possession_won_att_third,punches,scoring_frequency,shot_from_set_piece,shots_off_target,successful_runs_out,total_attempt_assist,total_chipped_passes,total_long_balls,total_opposition_half_passes,total_own_half_passes,totw_appearances,was_fouled,last_active_year,team_id,aff_index,inf_index,tit_index,spesa_media_altri,fvm,quotazione,date_of_birth,height,jersey_number,preferred_foot,country,slug,link,image
d125f22f,DAVID OKEREKE,Cremonese,s_22_23,Serie A,ITA,A,33,0,2266,25.2,7,,,1,,,4,0,,25,2266,,39.29,11,98,60,20,11.67,0,3,39,47.0,788,21,70.0,504,353,,22,31,24,12,66.7,8,10,21,,1,,,,6,0,5,34,68.0,49,36.6,85,,1,73,,,,,17,,5.9,,151,9,1,,,0.10,,40,,73,,50,,,33,33,,,,,,,,,1997-08-29,182,,right,,david-okereke,https://fbref.com/en/players/d125f22f/David-Okereke,https://fbref.com/req/202302030/images/headshots/d125f22f_2022.jpg
d125f22f,DAVID OKEREKE,Cremonese,s_23_24,Serie B,ITA,A,17,1,567,6.3,2,,,0,,,4,0,,4,567,,33.33,4,30,20,8,10.00,0,0,9,36.0,243,7,71.8,156,112,,5,9,5,7,57.1,4,2,10,,0,,,,4,1,0,15,78.9,11,37.9,18,,0,24,,,,,8,,1.3,,44,2,0,,,0.10,,12,,24,,19,,,17,8,,,,,,,,,1997-08-29,182,,right,,david-okereke,https://fbref.com/en/players/d125f22f/David-Okereke,https://fbref.com/req/202302030/images/headshots/d125f22f_2022.jpg
d125f22f,DAVID OKEREKE,Torino,s_23_24,Serie A,ITA,A,9,0,252,2.8,0,,,0,,,0,0,,3,252,,16.67,1,11,8,5,0.00,0,0,1,16.7,122,2,78.3,92,72,,4,0,1,3,33.3,1,1,2,,0,,,,0,0,1,1,33.3,7,43.8,9,,0,3,,,,,5,,0.2,,20,2,0,,,0.00,,3,,3,,3,,,9,3,,,,,,,,,1997-08-29,182,,right,,david-okereke,https://fbref.com/en/players/d125f22f/David-Okereke,https://fbref.com/req/202302030/images/headshots/d125f22f_2022.jpg
d125f22f,DAVID OKEREKE,Gaziantep FK,s_24_25,Süper Lig,TUR,A,29,3,2073,23.0,9,,,0,,,4,0,,24,2073,,,12,0,60,25,15.00,,,,,,,,,,,10,,,,,12,4,19,,,,,,,0,,,,,,,,0,,,,,,-12,,,,,10,0,,,0.15,,35,,,,,,,29,20,,,,,,,,,1997-08-29,182,,right,,david-okereke,https://fbref.com/en/players/d125f22f/David-Okereke,https://fbref.com/req/202302030/images/headshots/d125f22f_2022.jpg
5674bd8d,FACUNDO GONZÁLEZ,Sampdoria,s_23_24,Serie B,ITA,D,28,1,2309,25.7,2,,,0,,,12,0,,26,2309,,67.69,44,26,10,2,20.00,0,0,7,87.5,1630,8,83.3,1427,1188,,3,68,6,34,70.6,24,22,26,,1,,,,1,0,0,113,54.9,51,51.0,49,,0,19,,,,,21,,0.7,,239,0,0,,,0.20,,8,,19,,206,,,28,15,,,,,,,,,2003-06-06,193,,,uruguay,facundo-gonzalez,https://fbref.com/en/players/5674bd8d/Facundo-Gonzalez,https://fbref.com/req/202302030/images/headshots/5674bd8d_2022.jpg
5674bd8d,FACUNDO GONZÁLEZ,Feyenoord,s_24_25,Eredivisie,NED,D,6,0,85,0.9,0,,,0,,,0,0,,0,85,,100.00,2,2,2,0,0.00,0,0,0,,57,0,93.3,45,42,,0,4,0,1,100.0,1,1,0,,0,,,,0,0,0,3,100.0,0,0.0,1,,0,0,,,,,0,,0.2,,3,0,0,,,0.00,,2,,0,,3,,,6,0,,,,,,,,,2003-06-06,193,,,uruguay,facundo-gonzalez,https://fbref.com/en/players/5674bd8d/Facundo-Gonzalez,https://fbref.com/req/202302030/images/headshots/5674bd8d_2022.jpg
76ff8d0d,KRISTIAN THORSTVEDT,Genk,s_19_20,First Division A,BEL,C,8,0,439,4.9,1,,,0,,,0,0,,5,439,,86.67,13,19,8,5,12.50,0,0,4,57.1,299,6,75.8,240,182,,3,21,4,10,90.0,9,4,8,,0,,,,2,2,2,18,69.2,10,47.6,11,,0,13,,,,,2,,0.3,,58,0,0,,,0.13,,3,,13,,26,,,8,9,,,,,,,,,1999-03-13,171,,left,norway,kristian-thorstvedt,https://fbref.com/en/players/76ff8d0d/Kristian-Thorstvedt,https://fbref.com/req/202302030/images/headshots/76ff8d0d_2022.jpg
76ff8d0d,KRISTIAN THORSTVEDT,Genk,s_20_21,First Division A,BEL,C,24,2,1524,16.9,3,,,0,,,4,0,,16,1524,,53.73,36,71,27,7,11.11,0,0,14,58.3,1201,16,82.3,991,816,,16,94,12,38,60.5,23,26,29,,0,,,,6,5,1,82,61.2,30,60.0,20,,0,45,,,,,31,,1.8,,175,0,0,,,0.11,,20,,45,,134,,,24,30,,,,,,,,,1999-03-13,171,,left,norway,kristian-thorstvedt,https://fbref.com/en/players/76ff8d0d/Kristian-Thorstvedt,https://fbref.com/req/202302030/images/headshots/76ff8d0d_2022.jpg
76ff8d0d,KRISTIAN THORSTVEDT,Genk,s_21_22,First Division A,BEL,C,29,2,2131,23.7,5,,,0,,,4,1,,23,2131,,46.58,34,85,51,19,9.80,1,0,13,52.0,1423,32,79.4,1160,921,,12,111,31,44,50.0,22,32,40,,0,,,,11,9,3,80,63.5,45,46.9,51,,0,73,,,,,39,,5.8,,239,0,0,,,0.10,,32,,73,,126,,,29,43,,,,,,,,,1999-03-13,171,,left,norway,kristian-thorstvedt,https://fbref.com/en/players/76ff8d0d/Kristian-Thorstvedt,https://fbref.com/req/202302030/images/headshots/76ff8d0d_2022.jpg
76ff8d0d,KRISTIAN THORSTVEDT,Sassuolo,s_22_23,Serie A,ITA,C,31,1,1136,12.6,2,,,0,,,5,0,,13,1136,,39.39,13,31,20,8,10.00,0,0,7,46.7,629,10,76.2,488,372,,10,44,6,16,43.8,7,14,18,,0,,,,1,1,1,19,59.4,28,52.8,25,,0,28,,,,,20,,2.1,,116,0,0,,,0.10,,12,,28,,32,,,31,22,,,,,,,,,1999-03-13,171,,left,norway,kristian-thorstvedt,https://fbref.com/en/players/76ff8d0d/Kristian-Thorstvedt,https://fbref.com/req/202302030/images/headshots/76ff8d0d_2022.jpg
